Dataset,Question,True Answer,Retriever,Generator,K,Predicted Answer
Natural_Questions,when do the assassination of gianni versace come on,"The Assassination of Gianni Versace: American Crime Story The Assassination of Gianni Versace: American Crime Story is the second season of the FX true crime anthology television series American Crime Story. The season premiered on January 17, 2018,[1][2] and concluded on March 21, 2018. It consists of a total of 9 episodes,[3] and explores the murder of designer Gianni Versace by serial killer Andrew Cunanan, based on Maureen Orth's book Vulgar Favors: Andrew Cunanan, Gianni Versace, and the Largest Failed Manhunt in U.S. History.[2][4]",Dense_1_MiniLM,T5_Base,10,Lauren co-starred with John Wayne in The Shootist (1976)
Natural_Questions,when do the assassination of gianni versace come on,"The Assassination of Gianni Versace: American Crime Story The Assassination of Gianni Versace: American Crime Story is the second season of the FX true crime anthology television series American Crime Story. The season premiered on January 17, 2018,[1][2] and concluded on March 21, 2018. It consists of a total of 9 episodes,[3] and explores the murder of designer Gianni Versace by serial killer Andrew Cunanan, based on Maureen Orth's book Vulgar Favors: Andrew Cunanan, Gianni Versace, and the Largest Failed Manhunt in U.S. History.[2][4]",Dense_2_MPNet,T5_Small,0,"October 27, 2017"
Natural_Questions,when do the assassination of gianni versace come on,"The Assassination of Gianni Versace: American Crime Story The Assassination of Gianni Versace: American Crime Story is the second season of the FX true crime anthology television series American Crime Story. The season premiered on January 17, 2018,[1][2] and concluded on March 21, 2018. It consists of a total of 9 episodes,[3] and explores the murder of designer Gianni Versace by serial killer Andrew Cunanan, based on Maureen Orth's book Vulgar Favors: Andrew Cunanan, Gianni Versace, and the Largest Failed Manhunt in U.S. History.[2][4]",Dense_2_MPNet,T5_Small,1,"March 21, 2018"
Natural_Questions,when do the assassination of gianni versace come on,"The Assassination of Gianni Versace: American Crime Story The Assassination of Gianni Versace: American Crime Story is the second season of the FX true crime anthology television series American Crime Story. The season premiered on January 17, 2018,[1][2] and concluded on March 21, 2018. It consists of a total of 9 episodes,[3] and explores the murder of designer Gianni Versace by serial killer Andrew Cunanan, based on Maureen Orth's book Vulgar Favors: Andrew Cunanan, Gianni Versace, and the Largest Failed Manhunt in U.S. History.[2][4]",Dense_2_MPNet,T5_Small,5,"March 21, 2018"
Natural_Questions,when do the assassination of gianni versace come on,"The Assassination of Gianni Versace: American Crime Story The Assassination of Gianni Versace: American Crime Story is the second season of the FX true crime anthology television series American Crime Story. The season premiered on January 17, 2018,[1][2] and concluded on March 21, 2018. It consists of a total of 9 episodes,[3] and explores the murder of designer Gianni Versace by serial killer Andrew Cunanan, based on Maureen Orth's book Vulgar Favors: Andrew Cunanan, Gianni Versace, and the Largest Failed Manhunt in U.S. History.[2][4]",Dense_2_MPNet,T5_Small,10,Andrew Cunanan
Natural_Questions,when do the assassination of gianni versace come on,"The Assassination of Gianni Versace: American Crime Story The Assassination of Gianni Versace: American Crime Story is the second season of the FX true crime anthology television series American Crime Story. The season premiered on January 17, 2018,[1][2] and concluded on March 21, 2018. It consists of a total of 9 episodes,[3] and explores the murder of designer Gianni Versace by serial killer Andrew Cunanan, based on Maureen Orth's book Vulgar Favors: Andrew Cunanan, Gianni Versace, and the Largest Failed Manhunt in U.S. History.[2][4]",Dense_2_MPNet,T5_Base,0,"""The Assassination of Gianfranco Versace"""
Natural_Questions,when do the assassination of gianni versace come on,"The Assassination of Gianni Versace: American Crime Story The Assassination of Gianni Versace: American Crime Story is the second season of the FX true crime anthology television series American Crime Story. The season premiered on January 17, 2018,[1][2] and concluded on March 21, 2018. It consists of a total of 9 episodes,[3] and explores the murder of designer Gianni Versace by serial killer Andrew Cunanan, based on Maureen Orth's book Vulgar Favors: Andrew Cunanan, Gianni Versace, and the Largest Failed Manhunt in U.S. History.[2][4]",Dense_2_MPNet,T5_Base,1,"The season premiered on January 17, 2018,[1][2] and concluded on March 21, 2018"
Natural_Questions,when do the assassination of gianni versace come on,"The Assassination of Gianni Versace: American Crime Story The Assassination of Gianni Versace: American Crime Story is the second season of the FX true crime anthology television series American Crime Story. The season premiered on January 17, 2018,[1][2] and concluded on March 21, 2018. It consists of a total of 9 episodes,[3] and explores the murder of designer Gianni Versace by serial killer Andrew Cunanan, based on Maureen Orth's book Vulgar Favors: Andrew Cunanan, Gianni Versace, and the Largest Failed Manhunt in U.S. History.[2][4]",Dense_2_MPNet,T5_Base,5,"January 17, 2018"
Natural_Questions,when do the assassination of gianni versace come on,"The Assassination of Gianni Versace: American Crime Story The Assassination of Gianni Versace: American Crime Story is the second season of the FX true crime anthology television series American Crime Story. The season premiered on January 17, 2018,[1][2] and concluded on March 21, 2018. It consists of a total of 9 episodes,[3] and explores the murder of designer Gianni Versace by serial killer Andrew Cunanan, based on Maureen Orth's book Vulgar Favors: Andrew Cunanan, Gianni Versace, and the Largest Failed Manhunt in U.S. History.[2][4]",Dense_2_MPNet,T5_Base,10,Andrew Cunanan
Natural_Questions,when do the assassination of gianni versace come on,"The Assassination of Gianni Versace: American Crime Story The Assassination of Gianni Versace: American Crime Story is the second season of the FX true crime anthology television series American Crime Story. The season premiered on January 17, 2018,[1][2] and concluded on March 21, 2018. It consists of a total of 9 episodes,[3] and explores the murder of designer Gianni Versace by serial killer Andrew Cunanan, based on Maureen Orth's book Vulgar Favors: Andrew Cunanan, Gianni Versace, and the Largest Failed Manhunt in U.S. History.[2][4]",Sparse_BM25,T5_Small,0,"October 27, 2017"
Natural_Questions,when do the assassination of gianni versace come on,"The Assassination of Gianni Versace: American Crime Story The Assassination of Gianni Versace: American Crime Story is the second season of the FX true crime anthology television series American Crime Story. The season premiered on January 17, 2018,[1][2] and concluded on March 21, 2018. It consists of a total of 9 episodes,[3] and explores the murder of designer Gianni Versace by serial killer Andrew Cunanan, based on Maureen Orth's book Vulgar Favors: Andrew Cunanan, Gianni Versace, and the Largest Failed Manhunt in U.S. History.[2][4]",Sparse_BM25,T5_Small,1,"March 21, 2018"
Natural_Questions,when do the assassination of gianni versace come on,"The Assassination of Gianni Versace: American Crime Story The Assassination of Gianni Versace: American Crime Story is the second season of the FX true crime anthology television series American Crime Story. The season premiered on January 17, 2018,[1][2] and concluded on March 21, 2018. It consists of a total of 9 episodes,[3] and explores the murder of designer Gianni Versace by serial killer Andrew Cunanan, based on Maureen Orth's book Vulgar Favors: Andrew Cunanan, Gianni Versace, and the Largest Failed Manhunt in U.S. History.[2][4]",Sparse_BM25,T5_Small,5,"March 21, 2018"
Natural_Questions,when do the assassination of gianni versace come on,"The Assassination of Gianni Versace: American Crime Story The Assassination of Gianni Versace: American Crime Story is the second season of the FX true crime anthology television series American Crime Story. The season premiered on January 17, 2018,[1][2] and concluded on March 21, 2018. It consists of a total of 9 episodes,[3] and explores the murder of designer Gianni Versace by serial killer Andrew Cunanan, based on Maureen Orth's book Vulgar Favors: Andrew Cunanan, Gianni Versace, and the Largest Failed Manhunt in U.S. History.[2][4]",Sparse_BM25,T5_Small,10,May I Come In Madam?
Natural_Questions,when do the assassination of gianni versace come on,"The Assassination of Gianni Versace: American Crime Story The Assassination of Gianni Versace: American Crime Story is the second season of the FX true crime anthology television series American Crime Story. The season premiered on January 17, 2018,[1][2] and concluded on March 21, 2018. It consists of a total of 9 episodes,[3] and explores the murder of designer Gianni Versace by serial killer Andrew Cunanan, based on Maureen Orth's book Vulgar Favors: Andrew Cunanan, Gianni Versace, and the Largest Failed Manhunt in U.S. History.[2][4]",Sparse_BM25,T5_Base,0,"""The Assassination of Gianfranco Versace"""
Natural_Questions,when do the assassination of gianni versace come on,"The Assassination of Gianni Versace: American Crime Story The Assassination of Gianni Versace: American Crime Story is the second season of the FX true crime anthology television series American Crime Story. The season premiered on January 17, 2018,[1][2] and concluded on March 21, 2018. It consists of a total of 9 episodes,[3] and explores the murder of designer Gianni Versace by serial killer Andrew Cunanan, based on Maureen Orth's book Vulgar Favors: Andrew Cunanan, Gianni Versace, and the Largest Failed Manhunt in U.S. History.[2][4]",Sparse_BM25,T5_Base,1,"The season premiered on January 17, 2018,[1][2] and concluded on March 21, 2018"
Natural_Questions,when do the assassination of gianni versace come on,"The Assassination of Gianni Versace: American Crime Story The Assassination of Gianni Versace: American Crime Story is the second season of the FX true crime anthology television series American Crime Story. The season premiered on January 17, 2018,[1][2] and concluded on March 21, 2018. It consists of a total of 9 episodes,[3] and explores the murder of designer Gianni Versace by serial killer Andrew Cunanan, based on Maureen Orth's book Vulgar Favors: Andrew Cunanan, Gianni Versace, and the Largest Failed Manhunt in U.S. History.[2][4]",Sparse_BM25,T5_Base,5,"January 17, 2018"
Natural_Questions,when do the assassination of gianni versace come on,"The Assassination of Gianni Versace: American Crime Story The Assassination of Gianni Versace: American Crime Story is the second season of the FX true crime anthology television series American Crime Story. The season premiered on January 17, 2018,[1][2] and concluded on March 21, 2018. It consists of a total of 9 episodes,[3] and explores the murder of designer Gianni Versace by serial killer Andrew Cunanan, based on Maureen Orth's book Vulgar Favors: Andrew Cunanan, Gianni Versace, and the Largest Failed Manhunt in U.S. History.[2][4]",Sparse_BM25,T5_Base,10,American Crime Story
Natural_Questions,where was the movie paint your wagon filmed,"Paint Your Wagon (film) Paint Your Wagon was shot near Baker City, Oregon with filming beginning in May 1968 and ending in October.[2] Other locations include Big Bear Lake, California and San Bernardino National Forest; the interiors were filmed at Paramount Studios with Joshua Logan directing. The film's initial budget was $10 million, before it eventually doubled to $20 million. A daily expense of $80,000 was incurred to transport cast and crew to the filming location, as the closest hotel was nearly 60 miles away. The elaborate camp used in the film cost $2.4 million to build.[2]",Dense_1_MiniLM,T5_Small,0,in san francisco
Natural_Questions,where was the movie paint your wagon filmed,"Paint Your Wagon (film) Paint Your Wagon was shot near Baker City, Oregon with filming beginning in May 1968 and ending in October.[2] Other locations include Big Bear Lake, California and San Bernardino National Forest; the interiors were filmed at Paramount Studios with Joshua Logan directing. The film's initial budget was $10 million, before it eventually doubled to $20 million. A daily expense of $80,000 was incurred to transport cast and crew to the filming location, as the closest hotel was nearly 60 miles away. The elaborate camp used in the film cost $2.4 million to build.[2]",Dense_1_MiniLM,T5_Small,1,"Baker City, Oregon"
Natural_Questions,where was the movie paint your wagon filmed,"Paint Your Wagon (film) Paint Your Wagon was shot near Baker City, Oregon with filming beginning in May 1968 and ending in October.[2] Other locations include Big Bear Lake, California and San Bernardino National Forest; the interiors were filmed at Paramount Studios with Joshua Logan directing. The film's initial budget was $10 million, before it eventually doubled to $20 million. A daily expense of $80,000 was incurred to transport cast and crew to the filming location, as the closest hotel was nearly 60 miles away. The elaborate camp used in the film cost $2.4 million to build.[2]",Dense_1_MiniLM,T5_Small,5,"Baker City, Oregon"
Natural_Questions,where was the movie paint your wagon filmed,"Paint Your Wagon (film) Paint Your Wagon was shot near Baker City, Oregon with filming beginning in May 1968 and ending in October.[2] Other locations include Big Bear Lake, California and San Bernardino National Forest; the interiors were filmed at Paramount Studios with Joshua Logan directing. The film's initial budget was $10 million, before it eventually doubled to $20 million. A daily expense of $80,000 was incurred to transport cast and crew to the filming location, as the closest hotel was nearly 60 miles away. The elaborate camp used in the film cost $2.4 million to build.[2]",Dense_1_MiniLM,T5_Small,10,Rat Pack
Natural_Questions,where was the movie paint your wagon filmed,"Paint Your Wagon (film) Paint Your Wagon was shot near Baker City, Oregon with filming beginning in May 1968 and ending in October.[2] Other locations include Big Bear Lake, California and San Bernardino National Forest; the interiors were filmed at Paramount Studios with Joshua Logan directing. The film's initial budget was $10 million, before it eventually doubled to $20 million. A daily expense of $80,000 was incurred to transport cast and crew to the filming location, as the closest hotel was nearly 60 miles away. The elaborate camp used in the film cost $2.4 million to build.[2]",Dense_1_MiniLM,T5_Base,0,the United States
Natural_Questions,where was the movie paint your wagon filmed,"Paint Your Wagon (film) Paint Your Wagon was shot near Baker City, Oregon with filming beginning in May 1968 and ending in October.[2] Other locations include Big Bear Lake, California and San Bernardino National Forest; the interiors were filmed at Paramount Studios with Joshua Logan directing. The film's initial budget was $10 million, before it eventually doubled to $20 million. A daily expense of $80,000 was incurred to transport cast and crew to the filming location, as the closest hotel was nearly 60 miles away. The elaborate camp used in the film cost $2.4 million to build.[2]",Dense_1_MiniLM,T5_Base,1,"Baker City, Oregon"
Natural_Questions,where was the movie paint your wagon filmed,"Paint Your Wagon (film) Paint Your Wagon was shot near Baker City, Oregon with filming beginning in May 1968 and ending in October.[2] Other locations include Big Bear Lake, California and San Bernardino National Forest; the interiors were filmed at Paramount Studios with Joshua Logan directing. The film's initial budget was $10 million, before it eventually doubled to $20 million. A daily expense of $80,000 was incurred to transport cast and crew to the filming location, as the closest hotel was nearly 60 miles away. The elaborate camp used in the film cost $2.4 million to build.[2]",Dense_1_MiniLM,T5_Base,5,"Baker City, Oregon"
Natural_Questions,where was the movie paint your wagon filmed,"Paint Your Wagon (film) Paint Your Wagon was shot near Baker City, Oregon with filming beginning in May 1968 and ending in October.[2] Other locations include Big Bear Lake, California and San Bernardino National Forest; the interiors were filmed at Paramount Studios with Joshua Logan directing. The film's initial budget was $10 million, before it eventually doubled to $20 million. A daily expense of $80,000 was incurred to transport cast and crew to the filming location, as the closest hotel was nearly 60 miles away. The elaborate camp used in the film cost $2.4 million to build.[2]",Dense_1_MiniLM,T5_Base,10,"""Rat Pack"""
Natural_Questions,where was the movie paint your wagon filmed,"Paint Your Wagon (film) Paint Your Wagon was shot near Baker City, Oregon with filming beginning in May 1968 and ending in October.[2] Other locations include Big Bear Lake, California and San Bernardino National Forest; the interiors were filmed at Paramount Studios with Joshua Logan directing. The film's initial budget was $10 million, before it eventually doubled to $20 million. A daily expense of $80,000 was incurred to transport cast and crew to the filming location, as the closest hotel was nearly 60 miles away. The elaborate camp used in the film cost $2.4 million to build.[2]",Dense_2_MPNet,T5_Small,0,in san francisco
Natural_Questions,where was the movie paint your wagon filmed,"Paint Your Wagon (film) Paint Your Wagon was shot near Baker City, Oregon with filming beginning in May 1968 and ending in October.[2] Other locations include Big Bear Lake, California and San Bernardino National Forest; the interiors were filmed at Paramount Studios with Joshua Logan directing. The film's initial budget was $10 million, before it eventually doubled to $20 million. A daily expense of $80,000 was incurred to transport cast and crew to the filming location, as the closest hotel was nearly 60 miles away. The elaborate camp used in the film cost $2.4 million to build.[2]",Dense_2_MPNet,T5_Small,1,"Baker City, Oregon"
Natural_Questions,where was the movie paint your wagon filmed,"Paint Your Wagon (film) Paint Your Wagon was shot near Baker City, Oregon with filming beginning in May 1968 and ending in October.[2] Other locations include Big Bear Lake, California and San Bernardino National Forest; the interiors were filmed at Paramount Studios with Joshua Logan directing. The film's initial budget was $10 million, before it eventually doubled to $20 million. A daily expense of $80,000 was incurred to transport cast and crew to the filming location, as the closest hotel was nearly 60 miles away. The elaborate camp used in the film cost $2.4 million to build.[2]",Dense_2_MPNet,T5_Small,5,"Baker City, Oregon"
Natural_Questions,where was the movie paint your wagon filmed,"Paint Your Wagon (film) Paint Your Wagon was shot near Baker City, Oregon with filming beginning in May 1968 and ending in October.[2] Other locations include Big Bear Lake, California and San Bernardino National Forest; the interiors were filmed at Paramount Studios with Joshua Logan directing. The film's initial budget was $10 million, before it eventually doubled to $20 million. A daily expense of $80,000 was incurred to transport cast and crew to the filming location, as the closest hotel was nearly 60 miles away. The elaborate camp used in the film cost $2.4 million to build.[2]",Dense_2_MPNet,T5_Small,10,"Baker City, Oregon"
Natural_Questions,where was the movie paint your wagon filmed,"Paint Your Wagon (film) Paint Your Wagon was shot near Baker City, Oregon with filming beginning in May 1968 and ending in October.[2] Other locations include Big Bear Lake, California and San Bernardino National Forest; the interiors were filmed at Paramount Studios with Joshua Logan directing. The film's initial budget was $10 million, before it eventually doubled to $20 million. A daily expense of $80,000 was incurred to transport cast and crew to the filming location, as the closest hotel was nearly 60 miles away. The elaborate camp used in the film cost $2.4 million to build.[2]",Dense_2_MPNet,T5_Base,0,the United States
Natural_Questions,where was the movie paint your wagon filmed,"Paint Your Wagon (film) Paint Your Wagon was shot near Baker City, Oregon with filming beginning in May 1968 and ending in October.[2] Other locations include Big Bear Lake, California and San Bernardino National Forest; the interiors were filmed at Paramount Studios with Joshua Logan directing. The film's initial budget was $10 million, before it eventually doubled to $20 million. A daily expense of $80,000 was incurred to transport cast and crew to the filming location, as the closest hotel was nearly 60 miles away. The elaborate camp used in the film cost $2.4 million to build.[2]",Dense_2_MPNet,T5_Base,1,"Baker City, Oregon"
Natural_Questions,where was the movie paint your wagon filmed,"Paint Your Wagon (film) Paint Your Wagon was shot near Baker City, Oregon with filming beginning in May 1968 and ending in October.[2] Other locations include Big Bear Lake, California and San Bernardino National Forest; the interiors were filmed at Paramount Studios with Joshua Logan directing. The film's initial budget was $10 million, before it eventually doubled to $20 million. A daily expense of $80,000 was incurred to transport cast and crew to the filming location, as the closest hotel was nearly 60 miles away. The elaborate camp used in the film cost $2.4 million to build.[2]",Dense_2_MPNet,T5_Base,5,"Baker City, Oregon"
Natural_Questions,where was the movie paint your wagon filmed,"Paint Your Wagon (film) Paint Your Wagon was shot near Baker City, Oregon with filming beginning in May 1968 and ending in October.[2] Other locations include Big Bear Lake, California and San Bernardino National Forest; the interiors were filmed at Paramount Studios with Joshua Logan directing. The film's initial budget was $10 million, before it eventually doubled to $20 million. A daily expense of $80,000 was incurred to transport cast and crew to the filming location, as the closest hotel was nearly 60 miles away. The elaborate camp used in the film cost $2.4 million to build.[2]",Dense_2_MPNet,T5_Base,10,"Baker City, Oregon"
Natural_Questions,where was the movie paint your wagon filmed,"Paint Your Wagon (film) Paint Your Wagon was shot near Baker City, Oregon with filming beginning in May 1968 and ending in October.[2] Other locations include Big Bear Lake, California and San Bernardino National Forest; the interiors were filmed at Paramount Studios with Joshua Logan directing. The film's initial budget was $10 million, before it eventually doubled to $20 million. A daily expense of $80,000 was incurred to transport cast and crew to the filming location, as the closest hotel was nearly 60 miles away. The elaborate camp used in the film cost $2.4 million to build.[2]",Sparse_BM25,T5_Small,0,in san francisco
Natural_Questions,where was the movie paint your wagon filmed,"Paint Your Wagon (film) Paint Your Wagon was shot near Baker City, Oregon with filming beginning in May 1968 and ending in October.[2] Other locations include Big Bear Lake, California and San Bernardino National Forest; the interiors were filmed at Paramount Studios with Joshua Logan directing. The film's initial budget was $10 million, before it eventually doubled to $20 million. A daily expense of $80,000 was incurred to transport cast and crew to the filming location, as the closest hotel was nearly 60 miles away. The elaborate camp used in the film cost $2.4 million to build.[2]",Sparse_BM25,T5_Small,1,"Baker City, Oregon"
Natural_Questions,where was the movie paint your wagon filmed,"Paint Your Wagon (film) Paint Your Wagon was shot near Baker City, Oregon with filming beginning in May 1968 and ending in October.[2] Other locations include Big Bear Lake, California and San Bernardino National Forest; the interiors were filmed at Paramount Studios with Joshua Logan directing. The film's initial budget was $10 million, before it eventually doubled to $20 million. A daily expense of $80,000 was incurred to transport cast and crew to the filming location, as the closest hotel was nearly 60 miles away. The elaborate camp used in the film cost $2.4 million to build.[2]",Sparse_BM25,T5_Small,5,"Baker City, Oregon"
Natural_Questions,where was the movie paint your wagon filmed,"Paint Your Wagon (film) Paint Your Wagon was shot near Baker City, Oregon with filming beginning in May 1968 and ending in October.[2] Other locations include Big Bear Lake, California and San Bernardino National Forest; the interiors were filmed at Paramount Studios with Joshua Logan directing. The film's initial budget was $10 million, before it eventually doubled to $20 million. A daily expense of $80,000 was incurred to transport cast and crew to the filming location, as the closest hotel was nearly 60 miles away. The elaborate camp used in the film cost $2.4 million to build.[2]",Sparse_BM25,T5_Small,10,'Paint Your Wagon' film
Natural_Questions,where was the movie paint your wagon filmed,"Paint Your Wagon (film) Paint Your Wagon was shot near Baker City, Oregon with filming beginning in May 1968 and ending in October.[2] Other locations include Big Bear Lake, California and San Bernardino National Forest; the interiors were filmed at Paramount Studios with Joshua Logan directing. The film's initial budget was $10 million, before it eventually doubled to $20 million. A daily expense of $80,000 was incurred to transport cast and crew to the filming location, as the closest hotel was nearly 60 miles away. The elaborate camp used in the film cost $2.4 million to build.[2]",Sparse_BM25,T5_Base,0,the United States
Natural_Questions,where was the movie paint your wagon filmed,"Paint Your Wagon (film) Paint Your Wagon was shot near Baker City, Oregon with filming beginning in May 1968 and ending in October.[2] Other locations include Big Bear Lake, California and San Bernardino National Forest; the interiors were filmed at Paramount Studios with Joshua Logan directing. The film's initial budget was $10 million, before it eventually doubled to $20 million. A daily expense of $80,000 was incurred to transport cast and crew to the filming location, as the closest hotel was nearly 60 miles away. The elaborate camp used in the film cost $2.4 million to build.[2]",Sparse_BM25,T5_Base,1,"Baker City, Oregon"
Natural_Questions,where was the movie paint your wagon filmed,"Paint Your Wagon (film) Paint Your Wagon was shot near Baker City, Oregon with filming beginning in May 1968 and ending in October.[2] Other locations include Big Bear Lake, California and San Bernardino National Forest; the interiors were filmed at Paramount Studios with Joshua Logan directing. The film's initial budget was $10 million, before it eventually doubled to $20 million. A daily expense of $80,000 was incurred to transport cast and crew to the filming location, as the closest hotel was nearly 60 miles away. The elaborate camp used in the film cost $2.4 million to build.[2]",Sparse_BM25,T5_Base,5,"Baker City, Oregon"
Natural_Questions,where was the movie paint your wagon filmed,"Paint Your Wagon (film) Paint Your Wagon was shot near Baker City, Oregon with filming beginning in May 1968 and ending in October.[2] Other locations include Big Bear Lake, California and San Bernardino National Forest; the interiors were filmed at Paramount Studios with Joshua Logan directing. The film's initial budget was $10 million, before it eventually doubled to $20 million. A daily expense of $80,000 was incurred to transport cast and crew to the filming location, as the closest hotel was nearly 60 miles away. The elaborate camp used in the film cost $2.4 million to build.[2]",Sparse_BM25,T5_Base,10,The song
Natural_Questions,who sang go rest high on the mountain,"Go Rest High on That Mountain ""Go Rest High on That Mountain"" is a song written and recorded by American country music artist Vince Gill. It was released in August 1995 as the sixth single from his album When Love Finds You. It is a eulogic ballad. Gill began writing the song following the death of country music superstar Keith Whitley, who died in 1989. Gill did not finish the song until a few years later following the death of his older brother Bob, in 1993, of a heart attack. Ricky Skaggs and Patty Loveless both sang background vocals on the record.",Dense_1_MiniLM,T5_Small,0,a saxophone
Natural_Questions,who sang go rest high on the mountain,"Go Rest High on That Mountain ""Go Rest High on That Mountain"" is a song written and recorded by American country music artist Vince Gill. It was released in August 1995 as the sixth single from his album When Love Finds You. It is a eulogic ballad. Gill began writing the song following the death of country music superstar Keith Whitley, who died in 1989. Gill did not finish the song until a few years later following the death of his older brother Bob, in 1993, of a heart attack. Ricky Skaggs and Patty Loveless both sang background vocals on the record.",Dense_1_MiniLM,T5_Small,1,American country music artist Vince Gill
Natural_Questions,who sang go rest high on the mountain,"Go Rest High on That Mountain ""Go Rest High on That Mountain"" is a song written and recorded by American country music artist Vince Gill. It was released in August 1995 as the sixth single from his album When Love Finds You. It is a eulogic ballad. Gill began writing the song following the death of country music superstar Keith Whitley, who died in 1989. Gill did not finish the song until a few years later following the death of his older brother Bob, in 1993, of a heart attack. Ricky Skaggs and Patty Loveless both sang background vocals on the record.",Dense_1_MiniLM,T5_Small,5,American country music artist Vince Gill
Natural_Questions,who sang go rest high on the mountain,"Go Rest High on That Mountain ""Go Rest High on That Mountain"" is a song written and recorded by American country music artist Vince Gill. It was released in August 1995 as the sixth single from his album When Love Finds You. It is a eulogic ballad. Gill began writing the song following the death of country music superstar Keith Whitley, who died in 1989. Gill did not finish the song until a few years later following the death of his older brother Bob, in 1993, of a heart attack. Ricky Skaggs and Patty Loveless both sang background vocals on the record.",Dense_1_MiniLM,T5_Small,10,"""What in the World's Come Over You"" was Scott's second gold disc winner"
Natural_Questions,who sang go rest high on the mountain,"Go Rest High on That Mountain ""Go Rest High on That Mountain"" is a song written and recorded by American country music artist Vince Gill. It was released in August 1995 as the sixth single from his album When Love Finds You. It is a eulogic ballad. Gill began writing the song following the death of country music superstar Keith Whitley, who died in 1989. Gill did not finish the song until a few years later following the death of his older brother Bob, in 1993, of a heart attack. Ricky Skaggs and Patty Loveless both sang background vocals on the record.",Dense_1_MiniLM,T5_Base,0,The Beatles
Natural_Questions,who sang go rest high on the mountain,"Go Rest High on That Mountain ""Go Rest High on That Mountain"" is a song written and recorded by American country music artist Vince Gill. It was released in August 1995 as the sixth single from his album When Love Finds You. It is a eulogic ballad. Gill began writing the song following the death of country music superstar Keith Whitley, who died in 1989. Gill did not finish the song until a few years later following the death of his older brother Bob, in 1993, of a heart attack. Ricky Skaggs and Patty Loveless both sang background vocals on the record.",Dense_1_MiniLM,T5_Base,1,American country music artist Vince Gill
Natural_Questions,who sang go rest high on the mountain,"Go Rest High on That Mountain ""Go Rest High on That Mountain"" is a song written and recorded by American country music artist Vince Gill. It was released in August 1995 as the sixth single from his album When Love Finds You. It is a eulogic ballad. Gill began writing the song following the death of country music superstar Keith Whitley, who died in 1989. Gill did not finish the song until a few years later following the death of his older brother Bob, in 1993, of a heart attack. Ricky Skaggs and Patty Loveless both sang background vocals on the record.",Dense_1_MiniLM,T5_Base,5,Rita Coolidge
Natural_Questions,who sang go rest high on the mountain,"Go Rest High on That Mountain ""Go Rest High on That Mountain"" is a song written and recorded by American country music artist Vince Gill. It was released in August 1995 as the sixth single from his album When Love Finds You. It is a eulogic ballad. Gill began writing the song following the death of country music superstar Keith Whitley, who died in 1989. Gill did not finish the song until a few years later following the death of his older brother Bob, in 1993, of a heart attack. Ricky Skaggs and Patty Loveless both sang background vocals on the record.",Dense_1_MiniLM,T5_Base,10,Jack Scott
Natural_Questions,who sang go rest high on the mountain,"Go Rest High on That Mountain ""Go Rest High on That Mountain"" is a song written and recorded by American country music artist Vince Gill. It was released in August 1995 as the sixth single from his album When Love Finds You. It is a eulogic ballad. Gill began writing the song following the death of country music superstar Keith Whitley, who died in 1989. Gill did not finish the song until a few years later following the death of his older brother Bob, in 1993, of a heart attack. Ricky Skaggs and Patty Loveless both sang background vocals on the record.",Dense_2_MPNet,T5_Small,0,a saxophone
Natural_Questions,who sang go rest high on the mountain,"Go Rest High on That Mountain ""Go Rest High on That Mountain"" is a song written and recorded by American country music artist Vince Gill. It was released in August 1995 as the sixth single from his album When Love Finds You. It is a eulogic ballad. Gill began writing the song following the death of country music superstar Keith Whitley, who died in 1989. Gill did not finish the song until a few years later following the death of his older brother Bob, in 1993, of a heart attack. Ricky Skaggs and Patty Loveless both sang background vocals on the record.",Dense_2_MPNet,T5_Small,1,American country music artist Vince Gill
Natural_Questions,who sang go rest high on the mountain,"Go Rest High on That Mountain ""Go Rest High on That Mountain"" is a song written and recorded by American country music artist Vince Gill. It was released in August 1995 as the sixth single from his album When Love Finds You. It is a eulogic ballad. Gill began writing the song following the death of country music superstar Keith Whitley, who died in 1989. Gill did not finish the song until a few years later following the death of his older brother Bob, in 1993, of a heart attack. Ricky Skaggs and Patty Loveless both sang background vocals on the record.",Dense_2_MPNet,T5_Small,5,Rita Coolidge
Natural_Questions,who sang go rest high on the mountain,"Go Rest High on That Mountain ""Go Rest High on That Mountain"" is a song written and recorded by American country music artist Vince Gill. It was released in August 1995 as the sixth single from his album When Love Finds You. It is a eulogic ballad. Gill began writing the song following the death of country music superstar Keith Whitley, who died in 1989. Gill did not finish the song until a few years later following the death of his older brother Bob, in 1993, of a heart attack. Ricky Skaggs and Patty Loveless both sang background vocals on the record.",Dense_2_MPNet,T5_Small,10,Ricky Skaggs
Natural_Questions,who sang go rest high on the mountain,"Go Rest High on That Mountain ""Go Rest High on That Mountain"" is a song written and recorded by American country music artist Vince Gill. It was released in August 1995 as the sixth single from his album When Love Finds You. It is a eulogic ballad. Gill began writing the song following the death of country music superstar Keith Whitley, who died in 1989. Gill did not finish the song until a few years later following the death of his older brother Bob, in 1993, of a heart attack. Ricky Skaggs and Patty Loveless both sang background vocals on the record.",Dense_2_MPNet,T5_Base,0,The Beatles
